Name,Fruit 1,Fruit 2,Fruit 3,Fruit 4,Total Fruits Bought,Date,Day,Purchase ID
Sam,Banana,Strawberry,Strawberry,Papaya,17,2000-03-02,Thu,1681
Jamie,Pineapple,Apple,Strawberry,Pawpaw,5,2000-03-02,Thu,1682
Philip,Papaya,Orange,Orange,Orange,6,2000-03-02,Thu,1683
Pauline,Apple,Apple,Orange,Papaya,20,2000-03-02,Thu,1684
Hauwa,Watermelon,Apple,Tangerine,Tangerine,8,2000-03-02,Thu,1685
Ralph,Banana,Tangerine,Pineapple,Guava,20,2000-03-02,Thu,1686
Jerry,Orange,Banana,Tangerine,Apple,5,2000-03-02,Thu,1687
Jerry,Orange,Papaya,Orange,Guava,10,2000-03-02,Thu,1688
Jerry,Pineapple,Apple,Tangerine,Guava,10,2000-03-02,Thu,1689
Pauline,Pineapple,Pineapple,Tangerine,Tangerine,11,2000-03-02,Thu,1690
Juliet,Watermelon,Pineapple,Pineapple,Orange,10,2000-03-02,Thu,1691
Jerry,Pineapple,Apple,Tangerine,Apple,8,2000-03-02,Thu,1692
Sam,Apple,Apple,Pineapple,Pineapple,13,2000-03-02,Thu,1693
Sam,Orange,Pineapple,Tangerine,Apple,4,2000-03-02,Thu,1694
Juliet,Papaya,Strawberry,Pineapple,Papaya,11,2000-03-02,Thu,1695
Ralph,Apple,Pineapple,Orange,Apple,9,2000-03-02,Thu,1696
Hauwa,Orange,Papaya,Pineapple,Guava,5,2000-03-02,Thu,1697
Philip,Orange,Banana,Tangerine,Pawpaw,6,2000-03-02,Thu,1698
Sam,Orange,Strawberry,Orange,Papaya,6,2000-03-02,Thu,1699
Philip,Pineapple,Banana,Tangerine,Apple,8,2000-03-02,Thu,1700
Esther,Banana,Apple,Tangerine,Apple,13,2000-03-02,Thu,1701
Hauwa,Pineapple,Orange,Orange,Apple,10,2000-03-02,Thu,1702
Hauwa,Pineapple,Apple,Orange,Orange,10,2000-03-02,Thu,1703
Ralph,Pineapple,Banana,Orange,Pawpaw,6,2000-03-02,Thu,1704
Juliet,Apple,Tangerine,Strawberry,Apple,10,2000-03-02,Thu,1705
Esther,Banana,Tangerine,Orange,Apple,5,2000-03-02,Thu,1706
Juliet,Apple,Orange,Tangerine,Papaya,20,2000-03-02,Thu,1707
Pauline,Apple,Apple,Orange,Tangerine,9,2000-03-02,Thu,1708
Philip,Apple,Banana,Pineapple,Tangerine,11,2000-03-02,Thu,1709
Pauline,Papaya,Tangerine,Strawberry,Pawpaw,6,2000-03-02,Thu,1710
Pauline,Banana,Tangerine,Orange,Orange,10,2000-03-02,Thu,1711
Jerry,Orange,Tangerine,Tangerine,Tangerine,20,2000-03-02,Thu,1712
Jerry,Apple,Strawberry,Orange,Orange,8,2000-03-02,Thu,1713
Jamie,Apple,Strawberry,Pineapple,Apple,9,2000-03-02,Thu,1714
Esther,Watermelon,Orange,Pineapple,Apple,11,2000-03-02,Thu,1715
Hauwa,Papaya,Tangerine,Pineapple,Apple,17,2000-03-02,Thu,1716
Esther,Papaya,Apple,Orange,Tangerine,9,2000-03-02,Thu,1717
Ralph,Apple,Banana,Strawberry,Orange,17,2000-03-02,Thu,1718
Esther,Banana,Banana,Strawberry,Papaya,20,2000-03-02,Thu,1719
Pauline,Banana,Pineapple,Orange,Papaya,8,2000-03-02,Thu,1720
Ralph,Orange,Strawberry,Tangerine,Papaya,20,2000-03-02,Thu,1721
Pauline,Orange,Strawberry,Pineapple,Pineapple,21,2000-03-02,Thu,1722
Jerry,Apple,Pineapple,Tangerine,Papaya,6,2000-03-02,Thu,1723
Pauline,Watermelon,Apple,Orange,Apple,5,2000-03-02,Thu,1724
Jamie,Apple,Tangerine,Strawberry,Papaya,20,2000-03-02,Thu,1725
Pauline,Pineapple,Tangerine,Orange,Papaya,4,2000-03-02,Thu,1726
Ralph,Apple,Papaya,Pineapple,Papaya,11,2000-03-02,Thu,1727
Sam,Orange,Tangerine,Tangerine,Orange,17,2000-03-02,Thu,1728
Esther,Apple,Orange,Tangerine,Apple,20,2000-03-02,Thu,1729
Jerry,Orange,Apple,Pineapple,Tangerine,5,2000-03-02,Thu,1730
Hauwa,Watermelon,Apple,Orange,Apple,21,2000-03-02,Thu,1731
Pauline,Pineapple,Pineapple,Strawberry,Papaya,8,2000-03-02,Thu,1732
Jamie,Apple,Apple,Pineapple,Apple,21,2000-03-03,Fri,1733
Esther,Banana,Strawberry,Orange,Tangerine,8,2000-03-03,Fri,1734
Juliet,Watermelon,Tangerine,Tangerine,Apple,11,2000-03-03,Fri,1735
Jamie,Orange,Pineapple,Tangerine,Pineapple,20,2000-03-03,Fri,1736
Jamie,Papaya,Orange,Strawberry,Orange,7,2000-03-03,Fri,1737
Ralph,Watermelon,Strawberry,Strawberry,Apple,8,2000-03-03,Fri,1738
Jamie,Orange,Orange,Tangerine,Guava,5,2000-03-03,Fri,1739
Philip,Pineapple,Tangerine,Orange,Guava,10,2000-03-03,Fri,1740
Juliet,Orange,Banana,Tangerine,Tangerine,4,2000-03-03,Fri,1741
Sam,Apple,Orange,Pineapple,Tangerine,5,2000-03-03,Fri,1742
Pauline,Watermelon,Strawberry,Tangerine,Pineapple,11,2000-03-03,Fri,1743
Ralph,Orange,Strawberry,Orange,Orange,10,2000-03-03,Fri,1744
Juliet,Apple,Orange,Orange,Papaya,8,2000-03-03,Fri,1745
Ralph,Watermelon,Pineapple,Orange,Orange,5,2000-03-03,Fri,1746
Sam,Orange,Orange,Pineapple,Guava,10,2000-03-03,Fri,1747
Juliet,Orange,Strawberry,Orange,Pineapple,5,2000-03-03,Fri,1748
Philip,Papaya,Apple,Tangerine,Apple,21,2000-03-03,Fri,1749
Philip,Papaya,Strawberry,Strawberry,Pineapple,5,2000-03-03,Fri,1750
Esther,Apple,Banana,Tangerine,Pineapple,8,2000-03-03,Fri,1751
Hauwa,Apple,Apple,Orange,Guava,9,2000-03-03,Fri,1752
Esther,Orange,Pineapple,Strawberry,Guava,6,2000-03-03,Fri,1753
Philip,Orange,Apple,Orange,Tangerine,10,2000-03-03,Fri,1754
Ralph,Watermelon,Banana,Strawberry,Papaya,9,2000-03-03,Fri,1755
Ralph,Apple,Pineapple,Tangerine,Apple,10,2000-03-03,Fri,1756
Esther,Pineapple,Strawberry,Tangerine,Orange,13,2000-03-03,Fri,1757
Pauline,Banana,Banana,Pineapple,Pawpaw,5,2000-03-03,Fri,1758
Esther,Apple,Apple,Tangerine,Apple,11,2000-03-03,Fri,1759
Philip,Banana,Pineapple,Orange,Pineapple,21,2000-03-03,Fri,1760
Jerry,Papaya,Tangerine,Strawberry,Orange,8,2000-03-03,Fri,1761
Pauline,Pineapple,Tangerine,Tangerine,Orange,13,2000-03-03,Fri,1762
Hauwa,Apple,Apple,Tangerine,Pawpaw,7,2000-03-03,Fri,1763
Philip,Pineapple,Orange,Strawberry,Orange,5,2000-03-03,Fri,1764
Esther,Papaya,Apple,Pineapple,Tangerine,11,2000-03-03,Fri,1765
Pauline,Papaya,Papaya,Strawberry,Orange,8,2000-03-03,Fri,1766
Ralph,Watermelon,Apple,Pineapple,Papaya,7,2000-03-03,Fri,1767
Esther,Orange,Banana,Pineapple,Papaya,20,2000-03-03,Fri,1768
Ralph,Pineapple,Pineapple,Tangerine,Pineapple,10,2000-03-03,Fri,1769
Philip,Apple,Apple,Tangerine,Guava,8,2000-03-03,Fri,1770
Pauline,Apple,Tangerine,Tangerine,Pineapple,10,2000-03-03,Fri,1771
Sam,Watermelon,Orange,Tangerine,Pineapple,11,2000-03-03,Fri,1772
Ralph,Apple,Orange,Strawberry,Orange,10,2000-03-03,Fri,1773
Hauwa,Banana,Apple,Tangerine,Tangerine,11,2000-03-03,Fri,1774
Jamie,Orange,Papaya,Pineapple,Papaya,11,2000-03-03,Fri,1775
Ralph,Apple,Apple,Strawberry,Guava,20,2000-03-03,Fri,1776
Hauwa,Apple,Strawberry,Pineapple,Tangerine,10,2000-03-03,Fri,1777
Jamie,Apple,Pineapple,Tangerine,Tangerine,13,2000-03-03,Fri,1778
Hauwa,Orange,Papaya,Pineapple,Apple,9,2000-03-03,Fri,1779
Juliet,Watermelon,Tangerine,Orange,Tangerine,6,2000-03-03,Fri,1780
Sam,Orange,Apple,Tangerine,Pawpaw,8,2000-03-03,Fri,1781
Ralph,Orange,Pineapple,Strawberry,Orange,7,2000-03-03,Fri,1782
Pauline,Papaya,Papaya,Pineapple,Papaya,20,2000-03-03,Fri,1783
Ralph,Banana,Pineapple,Strawberry,Apple,8,2000-03-03,Fri,1784
Esther,Orange,Strawberry,Tangerine,Tangerine,17,2000-03-03,Fri,1785
Philip,Orange,Tangerine,Pineapple,Tangerine,8,2000-03-03,Fri,1786
Juliet,Orange,Banana,Tangerine,Pineapple,8,2000-03-03,Fri,1787
Pauline,Orange,Papaya,Orange,Papaya,8,2000-03-03,Fri,1788
Hauwa,Watermelon,Tangerine,Pineapple,Pineapple,8,2000-03-03,Fri,1789
Philip,Papaya,Papaya,Orange,Tangerine,11,2000-03-03,Fri,1790
Ralph,Apple,Apple,Orange,Pineapple,20,2000-03-03,Fri,1791
Sam,Orange,Papaya,Tangerine,Apple,10,2000-03-03,Fri,1792
Hauwa,Banana,Pineapple,Strawberry,Papaya,20,2000-03-03,Fri,1793
Ralph,Apple,Banana,Strawberry,Orange,13,2000-03-03,Fri,1794
Esther,Banana,Pineapple,Tangerine,Tangerine,8,2000-03-04,Sat,1795
Juliet,Orange,Apple,Pineapple,Pawpaw,11,2000-03-04,Sat,1796
Esther,Apple,Tangerine,Pineapple,Pawpaw,10,2000-03-04,Sat,1797
Jerry,Apple,Papaya,Orange,Orange,20,2000-03-04,Sat,1798
Sam,Watermelon,Tangerine,Strawberry,Pineapple,11,2000-03-04,Sat,1799
Jerry,Banana,Pineapple,Pineapple,Apple,10,2000-03-04,Sat,1800
Ralph,Apple,Banana,Tangerine,Papaya,13,2000-03-04,Sat,1801
Hauwa,Papaya,Papaya,Pineapple,Apple,5,2000-03-04,Sat,1802
Hauwa,Apple,Pineapple,Pineapple,Pawpaw,10,2000-03-04,Sat,1803
Ralph,Papaya,Banana,Strawberry,Papaya,20,2000-03-04,Sat,1804
Juliet,Apple,Papaya,Pineapple,Papaya,20,2000-03-04,Sat,1805
Hauwa,Papaya,Orange,Strawberry,Papaya,10,2000-03-04,Sat,1806
Jerry,Banana,Banana,Orange,Papaya,20,2000-03-04,Sat,1807
Juliet,Watermelon,Apple,Tangerine,Apple,21,2000-03-04,Sat,1808
Esther,Watermelon,Papaya,Tangerine,Pawpaw,10,2000-03-04,Sat,1809
Jerry,Apple,Apple,Tangerine,Papaya,10,2000-03-04,Sat,1810
Esther,Pineapple,Orange,Strawberry,Pawpaw,7,2000-03-04,Sat,1811
Sam,Apple,Banana,Strawberry,Tangerine,8,2000-03-04,Sat,1812
Juliet,Pineapple,Papaya,Tangerine,Pawpaw,5,2000-03-04,Sat,1813
Ralph,Papaya,Orange,Tangerine,Pineapple,5,2000-03-04,Sat,1814
Jamie,Banana,Pineapple,Orange,Apple,17,2000-03-04,Sat,1815
Esther,Orange,Orange,Strawberry,Apple,10,2000-03-04,Sat,1816
Philip,Apple,Apple,Orange,Guava,10,2000-03-04,Sat,1817
Jerry,Apple,Tangerine,Strawberry,Apple,7,2000-03-04,Sat,1818
Ralph,Banana,Papaya,Pineapple,Papaya,17,2000-03-04,Sat,1819
Hauwa,Orange,Papaya,Tangerine,Orange,10,2000-03-04,Sat,1820
Esther,Orange,Papaya,Orange,Papaya,8,2000-03-04,Sat,1821
Jamie,Watermelon,Banana,Pineapple,Pineapple,7,2000-03-04,Sat,1822
Ralph,Orange,Papaya,Tangerine,Guava,7,2000-03-04,Sat,1823
Philip,Orange,Apple,Orange,Pawpaw,7,2000-03-04,Sat,1824
Ralph,Papaya,Pineapple,Orange,Guava,4,2000-03-04,Sat,1825
Pauline,Apple,Tangerine,Strawberry,Papaya,8,2000-03-04,Sat,1826
Sam,Orange,Strawberry,Orange,Papaya,5,2000-03-04,Sat,1827
Esther,Apple,Pineapple,Pineapple,Papaya,7,2000-03-04,Sat,1828
Sam,Banana,Papaya,Pineapple,Pawpaw,10,2000-03-04,Sat,1829
Philip,Papaya,Banana,Pineapple,Pineapple,8,2000-03-04,Sat,1830
Jerry,Orange,Strawberry,Tangerine,Papaya,8,2000-03-04,Sat,1831
Ralph,Watermelon,Apple,Strawberry,Apple,20,2000-03-04,Sat,1832
Philip,Banana,Banana,Tangerine,Papaya,11,2000-03-04,Sat,1833
Juliet,Apple,Papaya,Strawberry,Apple,13,2000-03-04,Sat,1834
Philip,Orange,Apple,Pineapple,Tangerine,7,2000-03-04,Sat,1835
Jamie,Orange,Apple,Strawberry,Orange,21,2000-03-04,Sat,1836
Jamie,Papaya,Banana,Pineapple,Papaya,5,2000-03-04,Sat,1837
Esther,Apple,Tangerine,Orange,Tangerine,13,2000-03-04,Sat,1838
Juliet,Orange,Pineapple,Strawberry,Pineapple,7,2000-03-04,Sat,1839
Sam,Orange,Banana,Orange,Papaya,7,2000-03-04,Sat,1840
Jamie,Orange,Tangerine,Tangerine,Orange,4,2000-03-04,Sat,1841
Pauline,Apple,Tangerine,Strawberry,Apple,8,2000-03-04,Sat,1842
Sam,Orange,Papaya,Tangerine,Papaya,8,2000-03-04,Sat,1843
Jerry,Orange,Banana,Orange,Orange,5,2000-03-04,Sat,1844
Sam,Apple,Tangerine,Tangerine,Papaya,8,2000-03-04,Sat,1845
Juliet,Watermelon,Apple,Strawberry,Pawpaw,10,2000-03-04,Sat,1846
Sam,Orange,Banana,Strawberry,Papaya,9,2000-03-04,Sat,1847
Joe,Papaya,Apple,Tangerine,Orange,8,2000-03-05,Sun,1848
Hauwa,Pineapple,Banana,Orange,Pawpaw,7,2000-03-05,Sun,1849
Jamie,Papaya,Strawberry,Pineapple,Guava,6,2000-03-05,Sun,1850
Juliet,Papaya,Papaya,Tangerine,Tangerine,5,2000-03-05,Sun,1851
Pauline,Apple,Tangerine,Strawberry,Guava,8,2000-03-05,Sun,1852
Philip,Banana,Strawberry,Orange,Pawpaw,8,2000-03-05,Sun,1853
Philip,Orange,Banana,Pineapple,Papaya,21,2000-03-05,Sun,1854
Pauline,Apple,Apple,Pineapple,Papaya,17,2000-03-05,Sun,1855
Ralph,Papaya,Apple,Strawberry,Apple,9,2000-03-05,Sun,1856
Philip,Papaya,Apple,Tangerine,Papaya,7,2000-03-05,Sun,1857
Jamie,Apple,Pineapple,Tangerine,Pawpaw,5,2000-03-05,Sun,1858
Philip,Apple,Apple,Strawberry,Pawpaw,5,2000-03-05,Sun,1859
Ralph,Orange,Apple,Tangerine,Pawpaw,7,2000-03-05,Sun,1860
Philip,Banana,Apple,Pineapple,Orange,8,2000-03-05,Sun,1861
Philip,Papaya,Tangerine,Tangerine,Guava,11,2000-03-05,Sun,1862
Pauline,Watermelon,Papaya,Orange,Pineapple,9,2000-03-05,Sun,1863
Pauline,Apple,Apple,Tangerine,Pineapple,9,2000-03-05,Sun,1864
Sam,Pineapple,Banana,Tangerine,Pineapple,7,2000-03-05,Sun,1865
Hauwa,Banana,Pineapple,Orange,Apple,9,2000-03-05,Sun,1866
Esther,Apple,Pineapple,Strawberry,Apple,5,2000-03-05,Sun,1867
Jamie,Orange,Apple,Strawberry,Tangerine,10,2000-03-05,Sun,1868
Philip,Apple,Tangerine,Pineapple,Orange,5,2000-03-05,Sun,1869
Pauline,Apple,Orange,Strawberry,Apple,7,2000-03-05,Sun,1870
Juliet,Orange,Apple,Pineapple,Pineapple,8,2000-03-05,Sun,1871
Hauwa,Papaya,Papaya,Orange,Apple,4,2000-03-05,Sun,1872
Philip,Watermelon,Pineapple,Pineapple,Guava,8,2000-03-05,Sun,1873
Sam,Apple,Pineapple,Orange,Pawpaw,10,2000-03-05,Sun,1874
Pauline,Apple,Pineapple,Pineapple,Pawpaw,7,2000-03-05,Sun,1875
Jerry,Watermelon,Apple,Strawberry,Tangerine,11,2000-03-05,Sun,1876
Jamie,Papaya,Strawberry,Orange,Guava,10,2000-03-05,Sun,1877
Hauwa,Watermelon,Pineapple,Pineapple,Guava,7,2000-03-05,Sun,1878
Sam,Apple,Apple,Orange,Papaya,20,2000-03-05,Sun,1879
Ralph,Apple,Banana,Strawberry,Papaya,5,2000-03-05,Sun,1880
Pauline,Orange,Papaya,Tangerine,Papaya,21,2000-03-05,Sun,1881
Sam,Banana,Apple,Orange,Orange,7,2000-03-05,Sun,1882
Sam,Papaya,Strawberry,Tangerine,Orange,20,2000-03-05,Sun,1883
Philip,Orange,Orange,Orange,Pineapple,5,2000-03-05,Sun,1884
Juliet,Banana,Pineapple,Tangerine,Orange,11,2000-03-05,Sun,1885
Jamie,Watermelon,Pineapple,Orange,Guava,8,2000-03-05,Sun,1886
Hauwa,Banana,Strawberry,Orange,Apple,20,2000-03-05,Sun,1887
Juliet,Papaya,Orange,Tangerine,Papaya,8,2000-03-05,Sun,1888
Jamie,Apple,Papaya,Pineapple,Tangerine,20,2000-03-05,Sun,1889
Hauwa,Orange,Banana,Pineapple,Pawpaw,21,2000-03-05,Sun,1890
Jerry,Watermelon,Strawberry,Tangerine,Apple,17,2000-03-05,Sun,1891
Juliet,Banana,Pineapple,Orange,Pawpaw,9,2000-03-05,Sun,1892
Juliet,Orange,Papaya,Pineapple,Tangerine,4,2000-03-06,Mon,1893
Jamie,Orange,Orange,Tangerine,Papaya,7,2000-03-06,Mon,1894
Pauline,Orange,Tangerine,Pineapple,Apple,7,2000-03-06,Mon,1895
Hauwa,Watermelon,Strawberry,Orange,Orange,4,2000-03-06,Mon,1896
Ralph,Apple,Pineapple,Pineapple,Papaya,8,2000-03-06,Mon,1897
Esther,Pineapple,Strawberry,Pineapple,Pawpaw,9,2000-03-06,Mon,1898
Ralph,Orange,Pineapple,Orange,Guava,21,2000-03-06,Mon,1899
Esther,Apple,Papaya,Strawberry,Pineapple,9,2000-03-06,Mon,1900
Philip,Apple,Banana,Orange,Papaya,13,2000-03-06,Mon,1901
Ralph,Banana,Apple,Tangerine,Guava,21,2000-03-06,Mon,1902
Esther,Orange,Pineapple,Strawberry,Orange,8,2000-03-06,Mon,1903
Hauwa,Orange,Apple,Tangerine,Papaya,13,2000-03-06,Mon,1904
Hauwa,Apple,Orange,Tangerine,Orange,20,2000-03-06,Mon,1905
Sam,Watermelon,Papaya,Pineapple,Tangerine,21,2000-03-06,Mon,1906
Jerry,Banana,Apple,Strawberry,Papaya,17,2000-03-06,Mon,1907
Esther,Apple,Pineapple,Tangerine,Guava,13,2000-03-06,Mon,1908
Sam,Apple,Strawberry,Strawberry,Apple,5,2000-03-06,Mon,1909
Juliet,Banana,Banana,Strawberry,Papaya,21,2000-03-06,Mon,1910
Hauwa,Apple,Banana,Tangerine,Orange,8,2000-03-06,Mon,1911
Ralph,Apple,Banana,Pineapple,Guava,8,2000-03-06,Mon,1912
Sam,Orange,Orange,Tangerine,Apple,8,2000-03-06,Mon,1913
Pauline,Orange,Strawberry,Orange,Pineapple,20,2000-03-06,Mon,1914
Jerry,Apple,Tangerine,Pineapple,Papaya,20,2000-03-06,Mon,1915
Juliet,Orange,Apple,Tangerine,Tangerine,10,2000-03-06,Mon,1916
Juliet,Apple,Apple,Pineapple,Papaya,13,2000-03-06,Mon,1917
Hauwa,Pineapple,Apple,Pineapple,Orange,8,2000-03-06,Mon,1918
Hauwa,Apple,Orange,Strawberry,Papaya,13,2000-03-06,Mon,1919
Philip,Orange,Orange,Tangerine,Pineapple,8,2000-03-06,Mon,1920
Hauwa,Watermelon,Tangerine,Strawberry,Pawpaw,17,2000-03-06,Mon,1921
Sam,Banana,Pineapple,Orange,Guava,7,2000-03-06,Mon,1922
Ralph,Orange,Papaya,Tangerine,Apple,13,2000-03-06,Mon,1923
Ralph,Papaya,Pineapple,Tangerine,Apple,4,2000-03-06,Mon,1924
Ralph,Watermelon,Pineapple,Pineapple,Pineapple,6,2000-03-06,Mon,1925
Hauwa,Apple,Banana,Pineapple,Pineapple,11,2000-03-06,Mon,1926
Ralph,Apple,Orange,Tangerine,Papaya,10,2000-03-06,Mon,1927
Jamie,Apple,Papaya,Tangerine,Guava,4,2000-03-06,Mon,1928
Philip,Apple,Apple,Strawberry,Tangerine,13,2000-03-06,Mon,1929
Jamie,Banana,Papaya,Strawberry,Pawpaw,21,2000-03-06,Mon,1930
Juliet,Papaya,Strawberry,Tangerine,Guava,20,2000-03-06,Mon,1931
Ralph,Watermelon,Apple,Pineapple,Orange,13,2000-03-06,Mon,1932
Esther,Apple,Orange,Strawberry,Orange,5,2000-03-06,Mon,1933
Hauwa,Banana,Apple,Orange,Papaya,20,2000-03-06,Mon,1934
Jerry,Apple,Tangerine,Pineapple,Papaya,5,2000-03-06,Mon,1935
Jamie,Orange,Strawberry,Strawberry,Pawpaw,13,2000-03-07,Tue,1936
Jerry,Papaya,Apple,Orange,Tangerine,21,2000-03-07,Tue,1937
Jamie,Orange,Apple,Strawberry,Guava,10,2000-03-07,Tue,1938
Sam,Papaya,Orange,Tangerine,Papaya,11,2000-03-07,Tue,1939
Jamie,Watermelon,Orange,Strawberry,Apple,4,2000-03-07,Tue,1940
Ralph,Watermelon,Orange,Pineapple,Guava,10,2000-03-07,Tue,1941
Philip,Orange,Banana,Tangerine,Papaya,8,2000-03-07,Tue,1942
Esther,Banana,Pineapple,Pineapple,Pawpaw,20,2000-03-07,Tue,1943
Esther,Orange,Orange,Strawberry,Pineapple,9,2000-03-07,Tue,1944
Hauwa,Pineapple,Strawberry,Orange,Orange,17,2000-03-07,Tue,1945
Ralph,Papaya,Orange,Strawberry,Tangerine,7,2000-03-07,Tue,1946
Sam,Watermelon,Banana,Pineapple,Papaya,4,2000-03-07,Tue,1947
Hauwa,Watermelon,Apple,Tangerine,Orange,21,2000-03-07,Tue,1948
Philip,Apple,Orange,Tangerine,Apple,10,2000-03-07,Tue,1949
Juliet,Papaya,Apple,Orange,Pawpaw,4,2000-03-07,Tue,1950
Hauwa,Apple,Papaya,Tangerine,Pineapple,13,2000-03-07,Tue,1951
Jerry,Orange,Orange,Strawberry,Tangerine,8,2000-03-07,Tue,1952
Ralph,Orange,Papaya,Strawberry,Guava,9,2000-03-07,Tue,1953
Esther,Pineapple,Tangerine,Orange,Orange,13,2000-03-07,Tue,1954
Pauline,Apple,Banana,Orange,Papaya,6,2000-03-07,Tue,1955
Pauline,Papaya,Apple,Tangerine,Tangerine,13,2000-03-07,Tue,1956
Sam,Orange,Strawberry,Orange,Papaya,20,2000-03-07,Tue,1957
Hauwa,Banana,Strawberry,Tangerine,Orange,8,2000-03-07,Tue,1958
Ralph,Apple,Tangerine,Strawberry,Apple,17,2000-03-07,Tue,1959
Hauwa,Papaya,Apple,Pineapple,Papaya,20,2000-03-07,Tue,1960
Hauwa,Apple,Orange,Strawberry,Guava,20,2000-03-07,Tue,1961
Hauwa,Orange,Banana,Tangerine,Papaya,5,2000-03-07,Tue,1962
Esther,Apple,Tangerine,Pineapple,Pawpaw,11,2000-03-07,Tue,1963
Hauwa,Papaya,Apple,Orange,Papaya,20,2000-03-07,Tue,1964
Sam,Apple,Strawberry,Pineapple,Tangerine,20,2000-03-07,Tue,1965
Pauline,Pineapple,Papaya,Orange,Pawpaw,6,2000-03-07,Tue,1966
Pauline,Banana,Apple,Strawberry,Tangerine,8,2000-03-07,Tue,1967
Hauwa,Watermelon,Apple,Pineapple,Tangerine,8,2000-03-07,Tue,1968
Esther,Apple,Papaya,Strawberry,Papaya,13,2000-03-07,Tue,1969
Juliet,Papaya,Papaya,Tangerine,Pineapple,4,2000-03-07,Tue,1970
Ralph,Apple,Apple,Strawberry,Pawpaw,4,2000-03-07,Tue,1971
Ralph,Pineapple,Papaya,Strawberry,Orange,8,2000-03-07,Tue,1972
Jamie,Apple,Orange,Orange,Pawpaw,8,2000-03-07,Tue,1973
Sam,Apple,Strawberry,Tangerine,Guava,11,2000-03-07,Tue,1974
Philip,Orange,Tangerine,Tangerine,Pawpaw,10,2000-03-07,Tue,1975
Juliet,Papaya,Strawberry,Tangerine,Apple,10,2000-03-07,Tue,1976
Ralph,Orange,Strawberry,Tangerine,Papaya,10,2000-03-07,Tue,1977
Jerry,Orange,Banana,Pineapple,Orange,9,2000-03-07,Tue,1978
Ralph,Apple,Papaya,Orange,Papaya,20,2000-10-01,Sun,1979
Esther,Apple,Apple,Strawberry,Papaya,20,2000-10-01,Sun,1980
Jamie,Watermelon,Pineapple,Orange,Guava,20,2000-10-01,Sun,1981
Hauwa,Banana,Tangerine,Tangerine,Guava,4,2000-10-01,Sun,1982
Juliet,Apple,Papaya,Tangerine,Apple,10,2000-10-01,Sun,1983
Jamie,Orange,Orange,Pineapple,Papaya,8,2000-10-01,Sun,1984
Hauwa,Orange,Banana,Pineapple,Papaya,17,2000-10-01,Sun,1985
Hauwa,Orange,Strawberry,Tangerine,Tangerine,17,2000-10-01,Sun,1986
Pauline,Apple,Papaya,Strawberry,Papaya,6,2000-10-01,Sun,1987
Jamie,Watermelon,Orange,Orange,Papaya,8,2000-10-01,Sun,1988
Jamie,Watermelon,Orange,Orange,Guava,10,2000-10-01,Sun,1989
Philip,Orange,Papaya,Strawberry,Orange,7,2000-10-01,Sun,1990
Sam,Banana,Pineapple,Orange,Tangerine,11,2000-10-01,Sun,1991
Ralph,Banana,Banana,Orange,Pineapple,11,2000-10-01,Sun,1992
Jamie,Watermelon,Apple,Orange,Tangerine,8,2000-10-01,Sun,1993
Ralph,Orange,Banana,Strawberry,Papaya,11,2000-10-01,Sun,1994
Philip,Orange,Orange,Strawberry,Pineapple,8,2000-10-01,Sun,1995
Pauline,Apple,Papaya,Orange,Pawpaw,6,2000-10-01,Sun,1996
Philip,Orange,Pineapple,Tangerine,Papaya,10,2000-10-01,Sun,1997
Philip,Papaya,Apple,Orange,Pawpaw,9,2000-10-01,Sun,1998
Hauwa,Apple,Strawberry,Tangerine,Guava,4,2000-10-01,Sun,1999
Hauwa,Apple,Apple,Strawberry,Tangerine,20,2000-10-01,Sun,2000
Esther,Orange,Strawberry,Pineapple,Pawpaw,13,2000-10-01,Sun,2001
Jamie,Watermelon,Strawberry,Pineapple,Apple,21,2000-10-01,Sun,2002
Sam,Apple,Tangerine,Orange,Papaya,20,2000-10-01,Sun,2003
Hauwa,Watermelon,Orange,Orange,Orange,7,2000-10-01,Sun,2004
Esther,Apple,Papaya,Strawberry,Pawpaw,8,2000-10-01,Sun,2005
Esther,Pineapple,Strawberry,Pineapple,Pawpaw,5,2000-10-01,Sun,2006
Ralph,Orange,Strawberry,Pineapple,Papaya,5,2000-10-01,Sun,2007
Ralph,Orange,Papaya,Pineapple,Papaya,11,2000-10-01,Sun,2008
Esther,Apple,Pineapple,Pineapple,Papaya,21,2000-10-01,Sun,2009
Philip,Apple,Tangerine,Tangerine,Tangerine,20,2000-10-01,Sun,2010
Juliet,Apple,Apple,Orange,Pineapple,8,2000-10-01,Sun,2011
Sam,Apple,Banana,Tangerine,Pineapple,4,2000-10-01,Sun,2012
Jerry,Orange,Orange,Pineapple,Pineapple,7,2000-10-01,Sun,2013
Jerry,Orange,Strawberry,Strawberry,Tangerine,11,2000-10-01,Sun,2014
Pauline,Banana,Strawberry,Strawberry,Tangerine,8,2000-10-01,Sun,2015
Jerry,Pineapple,Orange,Tangerine,Tangerine,11,2000-10-01,Sun,2016
Sam,Pineapple,Banana,Pineapple,Orange,6,2000-10-01,Sun,2017
Sam,Orange,Apple,Strawberry,Apple,8,2000-10-02,Mon,2018
Jerry,Watermelon,Apple,Pineapple,Pawpaw,7,2000-10-02,Mon,2019
Ralph,Apple,Tangerine,Pineapple,Pawpaw,5,2000-10-02,Mon,2020
Juliet,Banana,Papaya,Tangerine,Papaya,8,2000-10-02,Mon,2021
